bookID,title,authors,average_rating,valor,publication_date,publisher,units
5350,The Partner,John Grisham,3.92,416,4/26/2005,Delta,7
5351,The Street Lawyer,John Grisham,3.83,384,4/26/2005,Bantam,7
5352,The Summons,John Grisham,3.69,384,9/27/2005,Delta,7
5354,The Brethren,John Grisham,3.73,384,12/27/2005,Delta,7
5356,The King of Torts,John Grisham,3.68,276,12/27/2005,Delta,5
5357,Skipping Christmas,John Grisham,3.49,198,11/6/2004,Arrow,3
5358,The Firm,Robin Waterfield/John Grisham,4.01,76,2/15/2000,Addison Wesley Publishing Company,1
5359,The Client,John Grisham,4.00,483,3/16/2010,Delta,9
5360,A Painted House,John Grisham,3.70,384,2/3/2004,Bantam,7
5362,The Summons / The Brethren,John Grisham/Michael Beck/Frank  Muller,3.99,0,10/10/2006,Random House Audio,0
5364,Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,743,8/7/2001,Bantam,14
5368,Forever Amber,Kathleen Winsor,3.99,972,7/25/2002,Penguin,18
5370,Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,3.95,160,8/1/2004,Scholastic,3
5371,Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,3.84,96,9/7/2006,Puffin Books,1
5372,Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,3.87,336,7/1/2005,Wizards of the Coast,6
5373,The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,4.24,509,11/12/1992,Time Warner Paperbacks,9
5374,The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer/Douglas Carrel,3.82,221,11/14/2006,Candlewick Press,4
5375,The Dragon's Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant,4.00,341,10/1/2006,Firelight Press,6
5376,Dragon's Eye (Stonefort  #1),James A. Hetley,3.43,368,10/31/2006,Ace,6
5396,Dragon's Eye,Christopher Stasheff/William R. Forstchen/Nick DiChario/S.N. Lewitt/Bill Fawcett/Mike Resnick/Mickey Zucker Reichert/S.M. Stirling/Diane Duane/Jody Lynn Nye/Roland J. Green/Teresa Patterson/Judith R. Conly,3.51,279,7/1/1994,Baen Books,5
5402,"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas/Wallace Tripp,4.39,32,4/23/1990,William Morrow & Company  Inc.,0
5404,Here I Stand: A Life of Martin Luther,Roland H. Bainton,4.08,336,4/1/1995,Plume Books,6
5412,The Stand: Das letzte Gefecht,Stephen King/Joachim Körber,4.34,1227,9/1/2003,Bastei Lübbe,23
5413,'Salem's Lot,Stephen King/Jerry N. Uelsmann,4.25,594,11/1/2005,Doubleday,11
5414,'Salem's Lot,Stephen King/Ron McLarty,4.02,17,1/19/2004,Simon & Schuster Audio,0
5415,'Salem's Lot,Stephen King,4.02,405,10/17/1975,Doubleday,7
5417,Carrie / 'Salem's Lot / The Shining,Stephen King,4.54,1096,7/2/2002,Wings,20
5419,'Salem's Lot,Stephen King,4.02,427,11/13/1979,Signet,8
5420,'Salem's Lot,Stephen King,4.02,586,10/6/2010,Hodder & Stoughton Ltd,11
5427,Orientalism,Edward W. Said,4.08,396,8/28/2003,Penguin Classics,7
5439,Interpreter of Maladies,Jhumpa Lahiri,4.15,198,5/22/2000,Houghton Mifflin Harcourt,3
5442,The Faiths of the Founding Fathers,David L. Holmes,3.89,225,3/1/2006,Oxford University Press  USA,4
5452,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,3.83,338,6/13/2006,Ember,6
5453,Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,3.81,384,1/9/2007,Delacorte Books,7
5458,Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,4.04,86,4/27/2004,Random House Books for Young Readers,1
5471,Nineteen Eighty-Four,George Orwell/Thomas Pynchon,4.18,339,5/6/2003,Plume,6
5472,Animal Farm / 1984,George Orwell/Christopher Hitchens,4.28,400,6/1/2003,Houghton Mifflin Harcourt,7
5477,1984,George Orwell/Erich Fromm,4.18,268,7/1/1981,Signet Classics,5
5478,Nineteen Eighty-Four,George Orwell,4.18,387,7/1/2005,1st World Library,7
5479,Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,340,7/5/2005,Harper Perennial Modern Classics,6
5480,Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,340,6/1/2004,HarperCollins,6
5481,Brave New World Revisited,Aldous Huxley,3.95,123,9/5/2006,Harper Perennial Modern Classics,2
5485,Brave New World,Aldous Huxley,3.99,259,10/17/2006,HarperCollins,4
5486,Andrew Carnegie,David Nasaw,3.99,896,10/24/2006,Penguin Press HC  The,16
5488,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,4.46,1313,10/16/2001,Everyman's Library,24
5490,Children of the Alley,Naguib Mahfouz/Peter Theroux,4.10,464,10/18/1996,Anchor,8
5497,Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81,168,4/4/2000,Anchor,3
5498,Adrift on the Nile,Naguib Mahfouz/Frances Liardet,3.82,167,1/1/1994,Anchor Books,3
5499,Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,3.85,286,12/1/1991,Anchor Books,5
5502,The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,4.36,416,9/17/1997,Anchor Books,7
5503,The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,3.63,112,6/6/2000,Anchor,2
5508,Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,4.27,113,5/1/1995,Puffin Books,2
5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,4.29,252,4/15/1988,Touchstone Books,4
5513,The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,4.06,70,10/1/1998,Dramatists Play Service,1
5514,Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,3.99,64,12/8/1999,HarperCollins,1
5518,Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,3.90,80,8/15/1992,Cliffs Notes,1
5526,Dear John,Nicholas Sparks,4.03,276,10/30/2006,Warner Books (NY),5
5527,All the King's Men,Robert Penn Warren,4.09,439,9/1/1996,Harcourt Brace,8
5528,Cliffs notes on Warren's All the King's Men,L. David Allen,3.45,80,1/13/1964,Cliffs Notes,1
5530,All the King's Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,4.00,264,7/4/2000,University of Georgia Press,4
5534,Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King/Lou Schuler/Frederick Deluvier,3.98,364,10/17/2003,Rodale Books,6
5544,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,4.28,391,4/12/1997,W. W. Norton & Company,7
5545,The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.60,3,1/1/1989,Addison Wesley Publishing Company,0
5548,What Do You Care What Other People Think?,Richard P. Feynman,4.27,256,1/11/2001,W.W. Norton & Company,4
5550,Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,4.25,512,4/5/2005,Basic Books,9
5552,QED: The Strange Theory of Light and Matter,Richard P. Feynman,4.24,158,10/21/1988,Princeton University Press,2
5554,Kiffe Kiffe Demain (French Edition),Faïza Guène,3.40,182,10/1/2005,French & European Publications,3
5558,iWoz,Steve Wozniak/Gina Smith,3.87,313,9/17/2006,W. W. Norton  Company,5
5571,Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,4.11,193,4/22/2002,North Point Press,3
5575,Cradle and All,James Patterson,3.86,384,2/1/2001,Vision,7
5585,The Creation of the American Republic  1776-1787,Gordon S. Wood,4.12,675,4/6/1998,Omohundro Institute and University of North Carolina Press,12
5587,Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,3.98,832,1/16/2007,W. W. Norton  Company,15
5595,Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,3.97,276,3/25/1976,Cambridge University Press,5
5598,Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,4.09,188,3/12/1981,Cambridge University Press,3
5599,Ethics and the Limits of Philosophy,Bernard Williams,4.06,230,3/15/1986,Harvard University Press,4
5606,On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,4.20,232,7/1/1999,Routledge,4
5635,The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair,4.23,1136,4/17/2003,W. W. Norton  Company,21
5653,The Elephant War,Gillian Avery,3.67,256,10/1/2000,Jane Nissen Books,4
5659,The Wind in the Willows,Kenneth Grahame/Gillian Avery,3.99,197,10/27/2005,Penguin Books,3
5660,The Everyman Anthology of Poetry for Children,Gillian Avery/Everyman's Library/Thomas Benwick,4.14,379,9/27/1994,Everyman's Library,7
5661,Holiday Romance and Other Writings for Children,Charles Dickens,3.32,368,5/1/1995,Everyman Paperback Classics,6
5665,Ideas Have Consequences,Richard M. Weaver,4.16,198,9/28/1984,University Of Chicago Press,3
5671,The Ethics of Rhetoric,Richard M. Weaver,4.14,240,11/3/1995,Routledge,4
5678,Manliness,Harvey Mansfield,3.39,304,3/11/2006,Yale University Press,5
5685,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,838,12/1/2001,Penguin Books,15
5691,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,796,1/16/1992,Vintage Classics,15
5693,Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.35,467,10/31/2000,Modern Library,8
5694,Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,4.31,192,10/1/2002,Orbis Books,3
5696,What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.72,230,8/31/1995,Penguin Classics,4
5697,The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.47,548,8/18/2005,Vintage Classics,10
5698,The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.16,344,1/16/2007,Vintage Classics,6
5700,The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,3.94,647,12/7/2004,Vintage,12
5712,If I Die in a Combat Zone,Tim O'Brien,3.95,208,4/7/2003,Flamingo,3
5713,If I Die In A Combat Zone,Tim O'Brien,3.95,208,4/24/1995,Flamingo,3
5720,Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,4.09,912,9/1/1999,Berkley Books,17
5728,Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,3.80,388,12/1/1993,Anchor,7
5729,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts,4.12,400,11/1/1993,Plume,7
5735,Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva,4.22,208,6/1/2000,University of Washington Press,3
5736,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,4.13,424,2/3/2004,Delta,8
5738,I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,3.93,64,10/12/2005,Simon  Schuster,1
5743,Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,496,11/29/2005,Bantam Books,9
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.08,528,8/26/2003,Penguin Books,9
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,4.03,448,11/7/2000,Harper Perennial Modern Classics,8
5756,Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler,3.75,432,8/28/1991,Bradford Book,8
5759,Fight Club,Chuck Palahniuk,4.19,218,10/17/2005,W.W. Norton & Company (NYC),4
5766,BSD Hacks,Lavigne,3.80,450,5/31/2004,O'Reilly Media,8
5770,The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,4.26,471,6/1/1989,Addison Wesley Publishing Company,8
5776,Choke,Stuart Woods,3.84,352,9/12/1996,HarperTorch,6
5777,Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,3.22,272,10/5/2004,St. Martin's Minotaur,5
5787,The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley,4.38,210,7/27/2004,Penguin Classics,3
5794,El Aleph,Jorge Luis Borges,4.38,253,9/1/2007,Planeta Publishing,4
5797,Vanity Fair,William Makepeace Thackeray/John Carey,3.79,867,1/30/2003,Penguin Books,16
5799,Vanity Fair,William Makepeace Thackeray/Nicholas Dames,3.79,696,11/1/2003,Barnes  Noble Classics,13
5800,Vanity Fair,William Makepeace Thackeray,3.79,672,10/3/1998,Penguin Books,12
5805,V for Vendetta,Alan Moore/David   Lloyd,4.25,296,11/1/2005,Vertigo,5
5809,V.,Thomas Pynchon/Carlos Martín Ramírez,3.96,640,1/2/2001,Contemporary French Fiction,12
5810,Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,400,3/7/2006,Pocket Books,7
5812,V for Vendetta,Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore,4.15,358,3/1/2006,Pocket Star Books,6
5813,Heaven (Casteel  #1),V.C. Andrews,4.03,464,4/1/1997,Pocket Books,8
5814,Slow Learner: Early Stories,Thomas Pynchon,3.50,208,2/16/1995,Vintage Classics,3
5816,A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,4.01,424,11/1/2006,University of Georgia Press,8
5821,Casino Royale,Ian Fleming,3.73,181,6/3/2004,Penguin Books  Limited (UK),3
5824,Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,3.70,96,6/1/2005,Titan Books,1
5826,Bel Canto,Ann Patchett,3.93,352,8/2/2005,Harper Perennial,6
5835,Guerilla Film Makers Movie Blueprint,Chris          Jones/Jonathan Newman/Cara Williams,4.20,608,6/20/2003,Bloomsbury Academic,11
5838,Mini-Manual of the Urban Guerrilla,Carlos Marighella,3.31,66,9/9/2002,Abraham Guillen Press,1
5843,The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),Christopher   Duncan,3.13,264,2/1/2006,Apress,4
5845,A Bend in the River,V.S. Naipaul,3.77,326,5/10/2002,Picador USA,6
5848,The Middle Passage,V.S. Naipaul,3.61,256,1/8/2002,Vintage,4
5851,Magic Seeds,V.S. Naipaul,3.13,280,11/8/2005,Vintage,5
5853,Half a Life,V.S. Naipaul,3.25,224,4/23/2009,Vintage International,4
5855,North of South: An African Journey,Shiva Naipaul,3.89,352,9/26/1996,Penguin Classics,6
5863,V.S. Naipaul,Bruce Alvin King,2.00,240,10/10/2003,Palgrave Macmillan,4
5874,Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,4.30,670,4/15/2000,University of Oklahoma Press,12
5875,Regeneration (Species Imperative  #3),Julie E. Czerneda,4.13,543,5/2/2006,DAW Hardcover,10
5877,The Regeneration Trilogy (Regeneration  #1-3),Pat Barker,4.38,592,1/1/1996,Viking Books,11
5880,The Sparrow (The Sparrow  #1),Mary Doria Russell,4.16,506,11/1/1997,Black Swan,9
5881,The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd/Walt Disney Company,4.05,144,12/1/2006,Disney Press,2
5882,The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),Rob Kidd/Jean-Paul Orpinas/Walt Disney Company,3.98,122,10/1/2006,Disney Press,2
5883,The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,3.89,119,8/1/2006,Disney Press,2
5885,The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd/Jean-Paul Orpinas,3.86,123,6/1/2006,Disney Press,2
5886,The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),Rob Kidd/Jean-Paul Orpinas,3.83,135,6/1/2006,Disney Press,2
5890,The Woman in White,Wilkie Collins/Matthew Sweet,4.00,672,2/27/2003,Penguin Classics,12
5891,The Woman in White,Wilkie Collins,4.00,504,4/15/2005,Dover Publications,9
5893,The Woman in White,Wilkie Collins/Maria K. Bachman/Don Richard Cox,4.00,696,4/20/2006,Broadview Press Inc,13
5896,The Woman in White,Wilkie Collins/Camille Cauti,4.00,635,4/25/2005,Barnes  Noble Classics,11
5898,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.50,1200,9/16/2002,Not Avail,22
5901,The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,3.60,624,10/17/2004,W. W. Norton  Company,11
5907,The Hobbit  or There and Back Again,J.R.R. Tolkien,4.27,366,8/15/2002,Houghton Mifflin,6
5910,The Annotated Hobbit,J.R.R. Tolkien/Douglas A. Anderson,4.27,411,4/7/2003,HarperCollins,7
5911,Poems From The Hobbit,J.R.R. Tolkien,4.30,57,12/13/1999,Houghton Mifflin Harcourt,1
5912,The Hobbit: Or There and Back Again,J.R.R. Tolkien,4.27,481,9/1/2003,Large Print Press,9
5915,The Hobbit,J.R.R. Tolkien,4.27,277,9/17/2007,HarperCollins,5
5918,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham/Frank J. Moore/D. Streamer,3.86,64,6/19/2013,Dover Publications,1
5931,The Essential Neruda: Selected Poems,Pablo Neruda/Mark Eisner/Lawrence Ferlinghetti/Robert Hass/Stephen Mitchell/Alastair Reid/Forrest Gander/Jack Hirschman/Stephen Kessler/John Felstiner,4.46,200,4/1/2004,City Lights Publishers,3
5932,Twenty Love Poems and a Song of Despair,Pablo Neruda/W.S. Merwin/Cristina García,4.30,70,12/26/2006,Penguin Classics,1
5934,Veinte poemas de amor y una canción desesperada; Cien sonetos de amor,Pablo Neruda,4.30,160,1/22/2002,Plaza y Janes,3
5937,Love,Pablo Neruda,4.46,43,6/16/1995,Miramax Books,0
5942,Anil's Ghost,Michael Ondaatje,3.57,311,4/24/2001,Vintage,5
5952,Waiting for My Cats to Die: A Memoir,Stacy Horn,3.67,320,1/17/2002,St. Martin's Griffin,6
5957,Narcissus and Goldmund,Hermann Hesse/Leila Vennewitz,4.20,288,6/1/1993,Peter Owen Ltd,5
5966,Edward Lear's Book of Nonsense: With Lear's Original Illustrations,Edward Lear/Simcha Shtull,3.65,46,11/1/1995,Maxima New Media,0
5969,A Sparrow Falls (Courtney #3),Wilbur Smith,4.19,640,1/2/2007,St. Martin's Paperbacks,12
5970,Providence of a Sparrow: Lessons from a Life Gone to the Birds,Chris Chester,4.33,304,4/13/2004,Anchor,5
5974,Sparrow Hawk Red,Ben Mikaelsen,3.79,185,4/1/1995,Little  Brown Books for Young Readers,3
5975,The Fall of a Sparrow,Robert Hellenga,3.69,464,7/6/1999,Scribner,8
5976,The Bluebird and the Sparrow (Women of the West  #10),Janette Oke,3.83,251,8/1/2006,Bethany House Publishers,4
5981,Journey of the Sparrows,Fran Leeper Buss/Daisy Cubias,3.69,160,12/30/2002,Puffin Books,3
5984,Aleutian Sparrow,Karen Hesse/Evon Zerbetz/Kim McGillivray,3.78,160,6/1/2005,Margaret K. McElderry Books,3
5985,An Episode of Sparrows,Rumer Godden,4.21,247,10/31/2004,The New York Review Children's Collection,4
5989,Li Po and Tu Fu: Poems,Li Bai/Du Fu/Arthur Cooper/Shui Chien-Tung,4.14,256,4/26/1973,Penguin Classics,4
5991,混血王子的背叛 (哈利波特  #6),J.K. Rowling/J.K.羅琳/皇冠編譯組/張定綺/彭倩文/趙丕慧/林靜華,4.57,735,10/1/2005,皇冠文化出版有限公司,13
6003,火盃的考驗 (哈利波特  #4),J.K. Rowling/J.K.羅琳/彭倩文,4.56,768,12/8/2001,皇冠文化出版有限公司,14
6008,Five T'ang Poets,Wang Wei/Li Bai/Li Ho/Li Shang-yin/David        Young,4.30,184,10/8/1990,Oberlin College Press,3
6038,The End of Obscenity: The Trials of Lady Chatterley  Tropic of Cancer  and Fanny Hill,Charles Rembar,3.88,528,12/1/1986,HarperCollins Publishers,9
6048,Juniper,Monica Furlong,4.16,198,2/24/2004,Random House Children's Books,3
6057,The Long Road Back: A Survivor's Guide to Anorexia,Judy Tam Sargent/Sonia Nordenson,3.20,194,10/1/1998,North Star Publications (MA),3
6058,The Road Back,Erich Maria Remarque,4.32,352,12/1/2001,Simon Publications,6
6066,Robinson Crusoe,Daniel Defoe/L.J. Swingle,3.67,312,4/1/2003,Barnes & Noble Classics,5
6069,Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,4.25,272,10/1/1995,Scribner,5
6076,The Work of Mourning,Jacques Derrida/Pascale-Anne Brault/Michael Naas,4.20,272,9/15/2003,University of Chicago Press,5
6089,Transform Your Life: A step-by-step programme for change,Diana Cooper,4.00,176,10/29/1998,Little  Brown Book Group,3
6106,A Short History of Byzantium,John Julius Norwich,4.09,496,12/29/1998,Vintage,9
6107,The Middle Sea: A History of the Mediterranean,John Julius Norwich,3.85,588,10/31/2006,Chatto & Windus,11
6109,A History of Venice,John Julius Norwich,4.20,673,6/18/1989,Vintage,12
6110,The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194,John Julius Norwich,4.34,816,9/1/2004,Penguin Global,15
6112,Siddhartha,Hermann Hesse/Susan Bernofsky/Tom Robbins,4.02,129,7/18/2006,Modern Library,2
6115,Siddhartha,Hermann Hesse/Joachim Neugroschel/Ralph Freedman,4.02,132,12/31/2002,Penguin Books,2
6129,Siddhartha,Hermann Hesse,4.02,160,10/31/1975,Le Livre de Poche,3
6138,The Moonstone,Wilkie Collins/Carolyn G. Heilbrun,3.91,528,9/11/2001,Modern Library,9
6140,The Moonstone,Wilkie Collins,3.91,464,10/24/1998,Penguin Books,8
6144,The Moonstone,Wilkie Collins/P.D. James,3.91,576,6/10/1999,Oxford University Press  USA,10
6148,Ride of the Second Horseman: The Birth and Death of War,Robert L. O'Connell,4.29,320,10/19/1997,Oxford University Press  USA,6
6149,Beloved,Toni Morrison,3.83,324,6/8/2004,Vintage,6
6150,Cry  the Beloved Country,Alan Paton,3.90,316,11/25/2003,Scribner,5
6151,Life of the Beloved: Spiritual Living in a Secular World,Henri J.M. Nouwen,4.28,160,10/1/2002,Crossroad,3
6152,Come Away My Beloved,Frances J. Roberts,4.58,192,10/1/2005,Barbour Books,3
6155,Israel  My Beloved,Kay Arthur,4.16,448,3/15/2001,Harvest House Publishers,8
6156,Beloved Bride: The Letters of Stonewall Jackson to His Wife,Bill Potter/Stephen Lang,4.10,156,4/10/2003,Vision Forum,2
6157,The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook),Jean Houston,3.95,272,6/30/1997,TarcherPerigee,5
6159,Reservation Blues,Sherman Alexie,3.98,306,2/7/2005,Grove Press,5
6163,The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain,Cormac McCarthy,4.44,1040,9/28/1999,Everyman's Library,19
6167,Music & Silence,Rose Tremain,3.95,485,5/1/2001,Washington Square Press,9
6173,The Periodic Table,Primo Levi,4.21,194,1/1/2009,Penguin Group(CA),3
6174,Survival in Auschwitz,Primo Levi/Stuart J. Woolf/Philip Roth,4.32,187,9/1/1995,Simon  Schuster,3
6175,The Reawakening,Primo Levi/Stuart J. Woolf,4.29,230,12/1/1995,Touchstone,4
6176,The Drowned and the Saved,Primo Levi,4.40,170,2/1/1989,Abacus,3
6180,The Monkey's Wrench,Primo Levi/William Weaver/Ruth Feldman/Ruth Tenzer Feldman,3.92,192,7/1/1995,Penguin,3
6182,Primo Levi: A Life,Ian Thomson,4.11,640,12/1/2004,Picador,12
6184,Wuthering Heights,Emily Brontë,3.85,279,1/13/2007,Penguin Books,5
6192,Disgrace,J.M. Coetzee,3.84,220,8/30/2005,Penguin Books,4
6194,Waiting for the Barbarians,J.M. Coetzee,3.94,152,10/1/1999,Penguin Books,2
6197,The Lives of Animals,J.M. Coetzee/Amy Gutmann/Peter Singer/Wendy Doniger/Barbara Smuts/Marjorie Garber,3.69,136,5/6/2001,Princeton University Press,2
6198,Boyhood: Scenes from Provincial Life,J.M. Coetzee,3.79,166,9/1/1998,Penguin Books,3
6200,Youth,J.M. Coetzee,3.79,176,10/7/2003,Penguin Books,3
6207,Age of Iron,J.M. Coetzee,3.84,198,9/1/1998,Penguin Books,3
6216,The Wife (Kristin Lavransdatter  #2),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,4.15,402,11/1/1999,Penguin Classics,7
6217,Kristin Lavransdatter (Kristin Lavransdatter  #1-3),Sigrid Undset/Tiina Nunnally/Brad Leithauser,4.28,1144,9/27/2005,Penguin Books,21
6218,The Axe (The Master of Hestviken  #1),Sigrid Undset/Arthur G. Chater,4.21,304,11/29/1994,Vintage,5
6219,The Cross (Kristin Lavransdatter  #3),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,4.29,366,4/1/2000,Penguin Classics,6
6220,The Wreath (Kristin Lavransdatter  #1),Sigrid Undset/Tiina Nunnally,4.02,305,12/1/1997,Penguin Classics,5
6221,The Mistress of Husaby (Kristin Lavransdatter  #2),Sigrid Undset,4.15,384,5/12/1987,Vintage,7
6222,Jenny,Sigrid Undset/Tiina Nunnally,3.79,330,6/1/1998,Steerforth,6
6224,The Unknown Sigrid Undset: Jenny and Other Works,Sigrid Undset/Tim Page/Tiina Nunnally/Naomi Walford,4.19,406,12/31/2001,Steerforth Press,7
6226,Gunnar's Daughter,Sigrid Undset/Sherrill Harbison/Arthur G. Chater,4.18,161,4/1/1998,Penguin Classics,3
6227,The Snake Pit (The Master of Hestviken  #2),Sigrid Undset/Arthur G. Chater,4.23,240,11/29/1994,Vintage,4
6230,The Son Avenger (The Master of Hestviken  #4),Sigrid Undset,4.40,288,6/24/1995,Vintage,5
6240,An Imaginary Life,David Malouf,3.88,156,2/5/1999,Vintage,2
6245,The Great World,David Malouf,3.88,336,5/20/1999,Vintage,6
6253,A Very Long Engagement,Sébastien Japrisot,3.91,320,1/6/2005,Vintage,6
6259,Birdsong,Sebastian Faulks,4.09,483,6/2/1997,Vintage International,9
6273,The Collected Poems of Wilfred Owen,Wilfred Owen/Cecil Day-Lewis,4.34,192,1/17/1965,New Directions,3
6286,Murder in Foggy Bottom (Capital Crimes  #17),Margaret Truman,3.71,368,1/29/2002,Fawcett,6
6288,The Road,Cormac McCarthy,3.97,241,9/26/2006,Alfred A. Knopf,4
6290,The Road to Serfdom,Friedrich A. Hayek,4.18,272,3/9/2006,Routledge,5
6291,Road of the Patriarch (Forgotten Realms: The Sellswords  #3),R.A. Salvatore,4.19,346,12/20/2006,Wizards of the Coast,6
6293,Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,Jamie Jensen,3.96,964,3/31/2006,Rick Steves,18
6294,Howl's Moving Castle (Howl's Moving Castle  #1),Diana Wynne Jones,4.29,329,8/1/2001,Harper Trophy,6
6295,Howl and Other Poems,Allen Ginsberg/William Carlos Williams,4.13,56,1/1/2001,City Lights,1
6296,When Rabbit Howls,Truddi Chase/Robert A. Phillips,4.04,400,2/5/2002,Berkley,7
6297,The Art of Howl's Moving Castle,Hayao Miyazaki/Yuji Oniki/Joe Hisaishi,4.51,256,7/1/2005,VIZ Media LLC,4
